Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,xAG,xG+xAG,npxG,npxG+xAG
496,Khéphren Thuram,fr FRA,MF,it Juventus,24-088,2001,1,1,45,0.5,0,2,2,0,0,0,0,0,0,4,4,0,4,Matches,,,,
497,Marcus Thuram,fr FRA,"FW,MF",it Inter,27-320,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
498,Timmy Tillman,de GER,MF,us LAFC,26-169,1999,2,2,166,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
499,Nouhou Tolo,cm CMR,DF,us Seattle Sounders,27-364,1997,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
500,Zhou Tong,cn CHN,MF,nz Auckland City,35-161,1990,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
501,Facundo Torres,uy URU,MF,br Palmeiras,25-070,2000,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
502,Óliver Torres,es ESP,MF,mx Monterrey,30-224,1994,1,1,57,0.6,0,1,1,0,0,0,0,0,0,1.58,1.58,0,1.58,Matches,,,,
503,Conor Tracey,nz NZL,GK,nz Auckland City,28-070,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
504,Trézéguet,eg EGY,"MF,FW",eg Al Ahly,30-264,1994,2,2,125,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches,,,,
505,Miłosz Trojak,pl POL,DF,kr Ulsan HD,31-048,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
506,Anatolii Trubin,ua UKR,GK,pt Benfica,23-325,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
507,Hamad Al Tuhayfan,sa KSA,DF,sa Al-Hilal,26-036,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
508,Joshua Udoh,ng NGA,MF,ae Al Ain FC,17-352,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
509,Dayot Upamecano,fr FRA,DF,de Bayern Munich,26-238,1998,2,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
510,Óscar Ustari,ar ARG,GK,us Inter Miami,38-354,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
511,Federico Valverde,uy URU,MF,es Real Madrid,26-335,1998,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches,,,,
512,Vanderlan,br BRA,DF,br Palmeiras,22-288,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
513,Alan Varela,ar ARG,MF,pt Porto,23-353,2001,2,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
514,Guillermo Varela,uy URU,DF,br Flamengo,32-090,1993,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
515,Obed Vargas,mx MEX,MF,us Seattle Sounders,19-321,2005,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
516,Lucas Vázquez,es ESP,"DF,FW",es Real Madrid,33-356,1991,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
517,Gabriel Veiga,es ESP,"MF,FW",pt Porto,23-026,2002,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
518,Raphael Veiga,br BRA,MF,br Palmeiras,30-003,1995,2,1,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
519,Alan Velasco,ar ARG,"MF,FW",ar Boca Juniors,22-330,2002,2,2,136,1.5,0,1,1,0,0,0,0,0,0,0.66,0.66,0,0.66,Matches,,,,
520,Yorbe Vertessen,be BEL,FW,at RB Salzburg,24-165,2001,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
521,Fabio Vieira,pt POR,MF,pt Porto,25-023,2000,2,2,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
522,Vitinha,pt POR,MF,fr Paris S-G,25-129,2000,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches,,,,
523,Vitinho,br BRA,DF,br Botafogo (RJ),25-334,1999,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches,,,,
524,Dušan Vlahović,rs SRB,FW,it Juventus,25-145,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
525,Ryan de Vries,nz NZL,"FW,MF",nz Auckland City,33-281,1991,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
526,Mohamed Wael Derbali,tn TUN,MF,tn Espérance Tunis,22-004,2003,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
527,Wallace,br BRA,MF,br Flamengo,20-134,2005,1,0,9,0.1,1,0,1,1,0,0,0,0,10,0,10,10,10,Matches,,,,
528,Ryoma Watanabe,jp JPN,MF,jp Urawa Reds,28-263,1996,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,,,,
529,Timothy Weah,us USA,"DF,FW",it Juventus,25-120,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
530,Marcelo Weigandt,ar ARG,DF,us Inter Miami,25-162,2000,2,1,107,1.2,0,1,1,0,0,0,0,0,0,0.84,0.84,0,0.84,Matches,,,,
531,Wesley,br BRA,DF,br Flamengo,21-289,2003,1,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
532,Wéverton,br BRA,GK,br Palmeiras,37-191,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
533,Ronwen Williams,za RSA,GK,za Sundowns,33-152,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
534,Estêvão Willian,br BRA,MF,br Palmeiras,18-059,2007,2,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
535,Axel Witsel,be BEL,"DF,MF",es Atlético Madrid,36-161,1989,1,0,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches,,,,
536,Um Wonsang,kr KOR,DF,kr Ulsan HD,26-167,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
537,Jung Woo-young,kr KOR,MF,kr Ulsan HD,35-190,1989,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
538,Samuel Xavier,br BRA,DF,br Fluminense,35-016,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
539,Kaito Yasui,jp JPN,MF,jp Urawa Reds,25-133,2000,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
540,Yaw Yeboah,gh GHA,"DF,FW",us LAFC,28-086,1997,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
541,Kenan Yıldız,tr TUR,MF,it Juventus,20-049,2005,1,1,60,0.7,1,0,1,1,0,0,0,0,1.5,0,1.5,1.5,1.5,Matches,,,,
542,Park Yong-woo,kr KOR,MF,ae Al Ain FC,31-285,1993,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
543,David Yoo,nz NZL,MF,nz Auckland City,25-197,1999,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
544,Kim Young-gwon,kr KOR,DF,kr Ulsan HD,35-115,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
545,Facundo Zabala,ar ARG,DF,ae Al Ain FC,26-171,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
546,Warren Zaïre-Emery,fr FRA,MF,fr Paris S-G,19-106,2006,2,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
547,Nicola Zalewski,pl POL,"DF,MF",it Inter,23-150,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
548,Christian Zawieschitzky,at AUT,GK,at RB Salzburg,18-051,2007,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
549,Haris Zeb,nz NZL,MF,nz Auckland City,24-038,2001,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
550,Exequiel Zeballos,ar ARG,"FW,MF",ar Boca Juniors,23-059,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,,,
551,Oussama Zemraoui,ma MAR,MF,ma Wydad AC,23-113,2002,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
552,Kevin Zenon,ar ARG,MF,ar Boca Juniors,23-327,2001,2,2,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
553,Themba Zwane,za RSA,MF,za Sundowns,35-323,1989,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,
